,Tweet,handle,tweet_text,Polarity,Subjectivity
2327,"@united as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations",@united," as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations",0.7,0.6000000000000001
2331,@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,@united, thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,1.0,0.9
2342,@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!,@united, I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!,0.8814697265625,0.25
2349,@united my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone,@united, my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone,0.8,0.9
2351,@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!,@united, this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!,0.8666666666666667,0.7000000000000001
2354,@united I fly @AmericanAir normally.  This doesn't happen to me with them.  I'll let your flyers provide their own feedback. Thank you.,@united, I fly  normally.  This doesn't happen to me with them.  I'll let your flyers provide their own feedback. Thank you.,0.5166666666666667,0.85
2368,@united I need #United to be a better airline!!,@united, I need #United to be a better airline!!,0.78125,0.5
2372,"@united Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice",@united," Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice",0.5666666666666667,0.8666666666666667
2374,@united cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx,@united, cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx,0.61875,0.75
2383,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins,@united, You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins,1.0,0.3
2432,"@united we are delayed in San Pedro, Belize. We are scheduled to fly out at 3pm from Belize City to Houston. Will you wait please?",@united," we are delayed in San Pedro, Belize. We are scheduled to fly out at 3pm from Belize City to Houston. Will you wait please?",0.8,0.9
2435,"@united I'm glad 1K means something, lol!",@united," I'm glad 1K means something, lol!",0.75,0.85
2437,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/oKtUkjY92O (via @ParachuteGuy),@united, What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/oKtUkjY92O (via ,0.8333333333333334,0.9166666666666666
2468,@united bags arrived - I sure miss the customer focused days when I used to fly @ContinentalAir1 Here's hoping @united wakes up,@united, bags arrived - I sure miss the customer focused days when I used to fly  Here's hoping  wakes up,0.65,0.8944444444444444
2477,@united you're good. Thank you!,@united, you're good. Thank you!,0.875,0.6000000000000001
2508,@united officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!,@united, officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!,0.625,0.5
2533,"@united do you teach your gate agents 2 lie? Or do they just learn on their own? There was overhead space for my bag,  didn't have to check",@united," do you teach your gate agents 2 lie? Or do they just learn on their own? There was overhead space for my bag,  didn't have to check",0.6,1.0
2541,@united good job at CLE .. TPA on schedule ... 4 to 5 inches of snow ! http://t.co/9tbsJquw41,@united, good job at CLE .. TPA on schedule ... 4 to 5 inches of snow ! http://t.co/9tbsJquw41,0.875,0.6000000000000001
2554,@united I do I was on UA 495 LAX TO DEN - we are scheduled to land LAX @ 7:38 am - please rebook to Denver - best flight,@united, I do I was on UA 495 LAX TO DEN - we are scheduled to land LAX @ 7:38 am - please rebook to Denver - best flight,1.0,0.3
2565,@united yes to more food! Add some gluten free options while you're at it,@united, yes to more food! Add some gluten free options while you're at it,0.5125,0.65
2570,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,@united,  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,0.65,0.875
2617,@united Thank you! Have a nice evening.,@united, Thank you! Have a nice evening.,0.6,1.0
2625,@united awesome thank you very much for the help,@united, awesome thank you very much for the help,0.63,0.63
2661,"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",@united," It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",0.546875,0.55
2679,@united Stuck in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.,@united, Stuck in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.,1.0,1.0
2686,"@united thank you! Good service, safe flight... 1/2 way home!",@united," thank you! Good service, safe flight... 1/2 way home!",0.6625,0.55
2692,"@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",@united," Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",1.0,0.75
2697,@united go bankrupt again and transfer all of your assets to $LUV. That would be great.,@united, go bankrupt again and transfer all of your assets to $LUV. That would be great.,0.8,0.75
2710,@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!,@united, I just received notification of in-flight Wi-Fi for UA863 from  to  Amazing!,0.7500000000000001,0.9
2713,@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,@united, she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,0.7125,0.7
2716,@united you suck. @SouthwestAir you're the best.,@united, you suck.  you're the best.,1.0,0.3
2744,@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,@united, thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,0.875,0.6000000000000001
2745,@united Gate Agent Alavera is amazing,@united, Gate Agent Alavera is amazing,0.6000000000000001,0.9
2746,@united I need you...to be a better airline. ^LOL,@united, I need you...to be a better airline. ^LOL,0.65,0.6
2768,@united all good man it isn't your fault that plane is having maintenance issues,@united, all good man it isn't your fault that plane is having maintenance issues,0.7,0.6000000000000001
2791,"@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo",@united," as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo",0.625,0.5
2823,"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",@united," if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",0.8,0.9
2850,@united thanks for reminding me how much easier it is to fly Southwest!  Get more agents at sfo 25!,@united, thanks for reminding me how much easier it is to fly Southwest!  Get more agents at sfo 25!,0.50625,0.45
2851,@united perfect! That works! Thank you!,@united, perfect! That works! Thank you!,1.0,1.0
2883,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,@united, since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,0.875,0.6000000000000001
2901,@united Do you also want the naming rights to my first child so I can fly home and visit with my mother and avoid more winter depression?,@united, Do you also want the naming rights to my first child so I can fly home and visit with my mother and avoid more winter depression?,0.5166666666666667,0.5777777777777778
2903,@united I get that. But doing it by giving inaccurate/misleading info doesn't seem like a great way to do it. #hopethegearmakesitintact,@united, I get that. But doing it by giving inaccurate/misleading info doesn't seem like a great way to do it. #hopethegearmakesitintact,0.8,0.75
2913,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,@united, I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,0.796875,0.5444444444444444
2914,@united of course not. The inflight crew was great!,@united, of course not. The inflight crew was great!,1.0,0.75
2949,@united 129 thousand fans of @JedediahBila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,@united, 129 thousand fans of  are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,0.625,0.5
2995,@united good fly!! #United #businessFirst,@united, good fly!! #United #businessFirst,0.85,0.75
3019,@united #4781 Cancelled Flightled. #5102newflight I will be upset if this one Cancelled Flights too. I could have rented a car if they would have been honest.,@united, #4781 Cancelled Flightled. #5102newflight I will be upset if this one Cancelled Flights too. I could have rented a car if they would have been honest.,0.6,0.9
3022,@united Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.,@united, Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.,0.5428571428571429,0.6178571428571429
3035,@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx,@united, Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx,1.0,0.3
3044,"@united instead of making  seats smaller/thinner so u can jam more people on a flight,u should concentrate on maint &amp; happy customers",@united," instead of making  seats smaller/thinner so u can jam more people on a flight,u should concentrate on maint &amp; happy customers",0.65,0.75
